,correlation
1045,0.7842202428173133
1046,-0.6616469667754908
1047,-0.40762395592806777
1048,0.6744990364754395
1049,-0.4131239994621031
1050,0.8351880225954844
1051,-0.7253822695025514
1052,-0.3979332742492573
1053,0.6684832510825579
1054,-0.3261880756648954
1055,0.8603504424504782
1056,-0.5993782674617376
1057,-0.4272840509539745
1058,0.335193521868715
1059,0.03181594272535065
1060,0.799322472594474
1061,0.3863735329414049
1062,0.6105483757258887
1063,-0.47928205374236926
1064,0.6031038321618212
1065,0.6683030860738972
1066,0.8827652085353184
1067,-0.690057229814358
1068,0.837153622914345
1069,-0.8082871472917024
1070,0.8083357096894467
1071,0.8388875813563215
1072,0.862390734518274
1073,-0.07289968507040888
1074,0.32232604241996415
1075,0.3048004751590547
1076,0.1356550984665731
1077,0.6686506930475729
1078,-0.653288826744051
1079,-0.677933842827024
1080,-0.6830132641955919
1081,-0.7954828315467439
1082,0.6637357332887714
1083,0.6925845116295026
1084,0.7864720523546457
1085,-0.6476531457002137
1086,-0.5902933249965142
1087,0.514876960416232
1088,-0.6938893264702941
1089,0.9572081652341372
1090,0.4647893031774459
1091,0.5955824162776802
1092,0.29382486038183986
1093,0.8255330629807285
1094,-0.4020952740450103
1095,-0.4915537088312248
1096,-0.40897813555281076
1097,-0.1862289503586298
1098,-0.31914763644905975
1099,0.5005821777935662
1100,-0.3097166548788743
1101,-0.3829862415028198
1102,-0.16442138467315334
1103,-0.47568036206074127
1104,0.8850570630393649
1105,0.28395093559749174
1106,0.43135394516430287
1107,0.2204790829267456
1108,0.6909595979898647
1109,0.6666790766128942
1110,0.4965515706093015
1111,0.5610988269686135
1112,-0.9035028443579882
1113,0.9591241682884603
1114,-0.7229918970920516
1115,0.34395720835243304
1116,0.45978059209862404
1117,0.9522933528816003
1118,0.12494102011179871
1119,-0.44254968863864896
1120,0.3480344265751185
1121,0.3727739366617253
1122,0.4652700701236462
1123,-0.3894442177865767
1124,-0.4879994616262941
1125,0.29057655920428654
1126,0.31010138122536
1127,0.6411661681633005
1128,0.9279177305648424
1129,-0.7956140339542505
1130,0.2835980206536158
1131,0.3742353642396423
1132,0.8818817183027223
1133,-0.8471964768816936
1134,-0.6122242343412206
1135,0.8986832582289497
1136,-0.9044361833032764
1137,0.9544752299574312
1138,-0.8857829074244035
1139,0.10644434372883554
1140,0.8932310067292425
1141,0.8407879825392491
1142,0.4191327366283412
1143,-0.6748571367075125
1144,-0.017579518595721096
1145,0.6275361650509069
1146,0.5492830371846804
1147,0.4967753772060381
1148,-0.5443941805793107
1149,0.10789272995380957
1150,0.5510084191825044
1151,0.5168912862935522
1152,-0.9284618546213868
1153,0.9174442289771929
1154,0.07623734406773373
1155,-0.8271516842931075
1156,-0.724500967599497
1157,-0.8386955452139147
1158,0.4469031564830421
1159,0.9677767143465138
1160,0.9275271269529108
1161,0.9536829023414649
1162,-0.7836050242634945
1163,0.6325982438638599
1164,0.8516529083515839
1165,-0.9194493548380892
1166,-0.5132318671088613
1167,0.596034501344935
1168,-0.3583400101999127
1169,-0.48068204182434826
1170,0.5704287247037305
1171,0.5353954099158268
1172,-0.5843016279445218
1173,0.5068964042344908
1174,0.6429332357573456
1175,-0.6900682888608373
1176,-0.929156173429615
1177,-0.8593087441592293
1178,0.5129611188869684
1179,0.7449651801295707
1180,-0.8809507048998731
1181,0.6558982935021745
1182,-0.8955438851819711
1183,-0.522555897612697
1184,-0.9313162226472489
1185,0.8184828579585343
1186,-0.5416861926915514
1187,0.8886689381869376
1188,0.5900443191897601
1189,0.8929416301135745
1190,0.4410918102964029
1191,0.16851538764109064
1192,-0.35536515979942634
1193,-0.11239321675666847
1194,-0.3545638354260296
1195,0.5081909453804868
1196,-0.49850685463577415
1197,0.5082896050065933
1198,0.3761557763398864
1199,0.5085117705134456
1200,-0.9120827214583827
1201,0.5909326135517605
1202,-0.9041546089198254
1203,-0.6424166446590747
1204,-0.9079660779621398
1205,-0.5845703117485117
1206,0.9440071351226497
1207,0.4649590568898081
